/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_134.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_134.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_134.jpg,0,1,0,19.92593
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_216.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_216.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_216.jpg,-0.1,1,0,20.72072
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_298.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_298.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_298.jpg,-0.3,1,0,21.47475
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_385.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_385.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_385.jpg,-0.5500001,1,0,22.28212
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_464.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_464.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_464.jpg,0,1,0,23.03881
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_548.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_548.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_548.jpg,0,1,0,23.8193
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_631.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_631.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_631.jpg,-0.2,1,0,24.58997
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_714.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_714.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_714.jpg,0,1,0,25.33099
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_796.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_796.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_796.jpg,0,1,0,26.09142
/home/juha/ws/selfdriving-example/data/IMG/center_2019_08_22_21_59_58_882.jpg,/home/juha/ws/selfdriving-example/data/IMG/left_2019_08_22_21_59_58_882.jpg,/home/juha/ws/selfdriving-example/data/IMG/right_2019_08_22_21_59_58_882.jpg,0,1,0,27.03659
